:ID(MaintenanceEvent),component_id,system_id,aircraft_id,fault,severity,reported_at,corrective_action
ME0172,AC1022-S01-C01,AC1022-S01,AC1022,Vibration exceedance,CRITICAL,2024-09-05T08:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0173,AC1022-S01-C02,AC1022-S01,AC1022,Vibration exceedance,CRITICAL,2024-09-09T20:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0174,AC1022-S01-C02,AC1022-S01,AC1022,Overheat,MAJOR,2024-09-10T22:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0175,AC1022-S01-C02,AC1022-S01,AC1022,Vibration exceedance,CRITICAL,2024-09-13T13:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0176,AC1022-S01-C03,AC1022-S01,AC1022,Sensor drift,MINOR,2024-09-14T01:00:00,Replaced sensor unit and recalibrated engine monitoring system
ME0177,AC1022-S01-C01,AC1022-S01,AC1022,Vibration exceedance,CRITICAL,2024-09-16T20:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0178,AC1022-S01-C05,AC1022-S01,AC1022,Overheat,CRITICAL,2024-09-17T21:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0179,AC1022-S01-C05,AC1022-S01,AC1022,Vibration exceedance,CRITICAL,2024-09-20T04:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0180,AC1022-S01-C03,AC1022-S01,AC1022,Overheat,CRITICAL,2024-09-20T21:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0181,AC1022-S01-C02,AC1022-S01,AC1022,Vibration exceedance,CRITICAL,2024-09-23T22:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0182,AC1022-S01-C01,AC1022-S01,AC1022,Overheat,CRITICAL,2024-09-25T22:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0183,AC1022-S01-C01,AC1022-S01,AC1022,Vibration exceedance,CRITICAL,2024-09-27T05:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0184,AC1022-S02-C04,AC1022-S02,AC1022,Bearing wear,MAJOR,2024-09-10T15:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0185,AC1022-S02-C02,AC1022-S02,AC1022,Bearing wear,MINOR,2024-09-14T17:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0186,AC1022-S02-C01,AC1022-S02,AC1022,Bearing wear,MINOR,2024-09-22T07:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0187,AC1022-S02-C03,AC1022-S02,AC1022,Bearing wear,MINOR,2024-09-27T08:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0188,AC1025-S02-C04,AC1025-S02,AC1025,Bearing wear,MINOR,2024-09-21T09:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0189,AC1025-S02-C04,AC1025-S02,AC1025,Bearing wear,MAJOR,2024-09-25T19:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0190,AC1026-S02-C01,AC1026-S02,AC1026,Bearing wear,MAJOR,2024-08-21T22:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0191,AC1026-S02-C03,AC1026-S02,AC1026,Bearing wear,MAJOR,2024-08-25T00:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0192,AC1026-S02-C05,AC1026-S02,AC1026,Bearing wear,MAJOR,2024-09-01T18:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0193,AC1026-S02-C03,AC1026-S02,AC1026,Bearing wear,MINOR,2024-09-05T04:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0194,AC1026-S02-C05,AC1026-S02,AC1026,Vibration exceedance,CRITICAL,2024-09-10T20:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0195,AC1026-S02-C03,AC1026-S02,AC1026,Vibration exceedance,CRITICAL,2024-09-14T03:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0196,AC1026-S02-C05,AC1026-S02,AC1026,Vibration exceedance,CRITICAL,2024-09-17T05:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0197,AC1026-S02-C02,AC1026-S02,AC1026,Vibration exceedance,CRITICAL,2024-09-20T10:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0198,AC1026-S02-C01,AC1026-S02,AC1026,Vibration exceedance,CRITICAL,2024-09-23T21:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0199,AC1026-S02-C05,AC1026-S02,AC1026,Vibration exceedance,CRITICAL,2024-09-27T00:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0200,AC1027-S01-C03,AC1027-S01,AC1027,Bearing wear,MAJOR,2024-08-19T01:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0201,AC1027-S01-C05,AC1027-S01,AC1027,Bearing wear,MAJOR,2024-08-22T15:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0202,AC1027-S01-C05,AC1027-S01,AC1027,Bearing wear,MINOR,2024-08-30T18:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0203,AC1027-S01-C02,AC1027-S01,AC1027,Vibration exceedance,CRITICAL,2024-09-03T01:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0204,AC1027-S01-C04,AC1027-S01,AC1027,Vibration exceedance,CRITICAL,2024-09-07T18:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0205,AC1027-S01-C01,AC1027-S01,AC1027,Vibration exceedance,CRITICAL,2024-09-10T20:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0206,AC1027-S01-C02,AC1027-S01,AC1027,Vibration exceedance,CRITICAL,2024-09-13T23:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0207,AC1027-S01-C04,AC1027-S01,AC1027,Vibration exceedance,CRITICAL,2024-09-17T00:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0208,AC1027-S01-C04,AC1027-S01,AC1027,Vibration exceedance,CRITICAL,2024-09-21T00:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0209,AC1027-S01-C02,AC1027-S01,AC1027,Vibration exceedance,CRITICAL,2024-09-24T02:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0210,AC1027-S01-C02,AC1027-S01,AC1027,Vibration exceedance,CRITICAL,2024-09-27T21:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0211,AC1027-S02-C03,AC1027-S02,AC1027,Bearing wear,MAJOR,2024-09-03T15:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0212,AC1027-S02-C02,AC1027-S02,AC1027,Bearing wear,MAJOR,2024-09-10T13:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0213,AC1027-S02-C05,AC1027-S02,AC1027,Bearing wear,MAJOR,2024-09-17T04:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0214,AC1027-S02-C03,AC1027-S02,AC1027,Bearing wear,MAJOR,2024-09-20T14:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0215,AC1027-S02-C01,AC1027-S02,AC1027,Bearing wear,MINOR,2024-09-25T23:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0216,AC1028-S01-C02,AC1028-S01,AC1028,Bearing wear,MAJOR,2024-08-11T12:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0217,AC1028-S01-C02,AC1028-S01,AC1028,Bearing wear,MINOR,2024-08-16T03:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0218,AC1028-S01-C04,AC1028-S01,AC1028,Bearing wear,MINOR,2024-08-22T02:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0219,AC1028-S01-C02,AC1028-S01,AC1028,Vibration exceedance,CRITICAL,2024-08-25T15:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0220,AC1028-S01-C04,AC1028-S01,AC1028,Vibration exceedance,CRITICAL,2024-08-28T16:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0221,AC1028-S01-C03,AC1028-S01,AC1028,Vibration exceedance,CRITICAL,2024-09-02T01:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0222,AC1028-S01-C03,AC1028-S01,AC1028,Vibration exceedance,CRITICAL,2024-09-05T04:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0223,AC1028-S01-C04,AC1028-S01,AC1028,Vibration exceedance,CRITICAL,2024-09-08T10:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0224,AC1028-S01-C03,AC1028-S01,AC1028,Vibration exceedance,CRITICAL,2024-09-11T10:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0225,AC1028-S01-C04,AC1028-S01,AC1028,Vibration exceedance,CRITICAL,2024-09-15T02:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0226,AC1028-S01-C02,AC1028-S01,AC1028,Vibration exceedance,CRITICAL,2024-09-18T03:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0227,AC1028-S01-C03,AC1028-S01,AC1028,Vibration exceedance,CRITICAL,2024-09-23T08:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0228,AC1028-S01-C01,AC1028-S01,AC1028,Vibration exceedance,CRITICAL,2024-09-26T23:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0229,AC1029-S01-C05,AC1029-S01,AC1029,Bearing wear,MINOR,2024-08-26T18:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0230,AC1029-S01-C02,AC1029-S01,AC1029,Bearing wear,MINOR,2024-08-30T03:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0231,AC1029-S01-C01,AC1029-S01,AC1029,Bearing wear,MINOR,2024-09-05T18:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0232,AC1029-S01-C01,AC1029-S01,AC1029,Vibration exceedance,CRITICAL,2024-09-11T20:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0233,AC1029-S01-C05,AC1029-S01,AC1029,Vibration exceedance,CRITICAL,2024-09-15T14:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0234,AC1029-S01-C05,AC1029-S01,AC1029,Vibration exceedance,CRITICAL,2024-09-18T16:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0235,AC1029-S01-C02,AC1029-S01,AC1029,Vibration exceedance,CRITICAL,2024-09-21T16:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0236,AC1029-S01-C05,AC1029-S01,AC1029,Vibration exceedance,CRITICAL,2024-09-25T21:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0237,AC1029-S01-C03,AC1029-S01,AC1029,Sensor drift,MINOR,2024-09-27T17:00:00,Replaced sensor unit and recalibrated engine monitoring system
ME0238,AC1029-S02-C02,AC1029-S02,AC1029,Bearing wear,MAJOR,2024-08-22T08:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0239,AC1029-S02-C03,AC1029-S02,AC1029,Bearing wear,MAJOR,2024-08-26T12:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0240,AC1029-S02-C01,AC1029-S02,AC1029,Bearing wear,MINOR,2024-08-29T20:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0241,AC1029-S02-C04,AC1029-S02,AC1029,Bearing wear,MAJOR,2024-09-03T10:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0242,AC1029-S02-C05,AC1029-S02,AC1029,Vibration exceedance,CRITICAL,2024-09-07T16:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0243,AC1029-S02-C03,AC1029-S02,AC1029,Vibration exceedance,CRITICAL,2024-09-11T00:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0244,AC1029-S02-C04,AC1029-S02,AC1029,Vibration exceedance,CRITICAL,2024-09-14T01:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0245,AC1029-S02-C01,AC1029-S02,AC1029,Vibration exceedance,CRITICAL,2024-09-17T13:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0246,AC1029-S02-C02,AC1029-S02,AC1029,Vibration exceedance,CRITICAL,2024-09-21T06:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0247,AC1029-S02-C04,AC1029-S02,AC1029,Vibration exceedance,CRITICAL,2024-09-24T17:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0248,AC1029-S02-C03,AC1029-S02,AC1029,Vibration exceedance,CRITICAL,2024-09-27T18:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0249,AC1030-S02-C04,AC1030-S02,AC1030,Overheat,MAJOR,2024-09-22T04:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0250,AC1031-S01-C03,AC1031-S01,AC1031,Bearing wear,MAJOR,2024-09-05T01:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0251,AC1031-S01-C03,AC1031-S01,AC1031,Bearing wear,MAJOR,2024-09-11T19:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0252,AC1031-S01-C05,AC1031-S01,AC1031,Bearing wear,MAJOR,2024-09-20T22:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0253,AC1031-S01-C01,AC1031-S01,AC1031,Vibration exceedance,CRITICAL,2024-09-28T20:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0254,AC1031-S02-C05,AC1031-S02,AC1031,Bearing wear,MAJOR,2024-09-15T14:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0255,AC1031-S02-C01,AC1031-S02,AC1031,Bearing wear,MINOR,2024-09-18T18:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0256,AC1033-S02-C01,AC1033-S02,AC1033,Bearing wear,MINOR,2024-09-13T06:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0257,AC1033-S02-C05,AC1033-S02,AC1033,Bearing wear,MINOR,2024-09-22T05:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0258,AC1033-S02-C05,AC1033-S02,AC1033,Bearing wear,MINOR,2024-09-26T01:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0259,AC1034-S01-C01,AC1034-S01,AC1034,Bearing wear,MAJOR,2024-09-25T13:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0260,AC1034-S02-C02,AC1034-S02,AC1034,Bearing wear,MAJOR,2024-08-28T05:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0261,AC1034-S02-C02,AC1034-S02,AC1034,Bearing wear,MINOR,2024-08-31T07:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0262,AC1034-S02-C05,AC1034-S02,AC1034,Bearing wear,MAJOR,2024-09-06T23:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0263,AC1034-S02-C03,AC1034-S02,AC1034,Bearing wear,MAJOR,2024-09-10T05:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0264,AC1034-S02-C04,AC1034-S02,AC1034,Bearing wear,MAJOR,2024-09-14T23:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0265,AC1034-S02-C03,AC1034-S02,AC1034,Vibration exceedance,CRITICAL,2024-09-18T13:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0266,AC1034-S02-C02,AC1034-S02,AC1034,Vibration exceedance,CRITICAL,2024-09-22T01:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0267,AC1034-S02-C03,AC1034-S02,AC1034,Vibration exceedance,CRITICAL,2024-09-25T13:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0268,AC1036-S02-C03,AC1036-S02,AC1036,Bearing wear,MAJOR,2024-09-01T00:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0269,AC1036-S02-C01,AC1036-S02,AC1036,Bearing wear,MAJOR,2024-09-06T12:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0270,AC1036-S02-C05,AC1036-S02,AC1036,Bearing wear,MAJOR,2024-09-11T18:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0271,AC1036-S02-C04,AC1036-S02,AC1036,Bearing wear,MAJOR,2024-09-14T20:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0272,AC1036-S02-C05,AC1036-S02,AC1036,Bearing wear,MINOR,2024-09-18T14:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0273,AC1036-S02-C03,AC1036-S02,AC1036,Vibration exceedance,CRITICAL,2024-09-23T06:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0274,AC1036-S02-C04,AC1036-S02,AC1036,Vibration exceedance,CRITICAL,2024-09-27T21:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0275,AC1037-S02-C04,AC1037-S02,AC1037,Bearing wear,MINOR,2024-09-25T19:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0276,AC1038-S01-C05,AC1038-S01,AC1038,Bearing wear,MAJOR,2024-09-13T21:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0277,AC1038-S01-C03,AC1038-S01,AC1038,Sensor drift,MINOR,2024-09-15T20:00:00,Replaced sensor unit and recalibrated engine monitoring system
ME0278,AC1038-S01-C05,AC1038-S01,AC1038,Bearing wear,MINOR,2024-09-17T07:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0279,AC1038-S01-C01,AC1038-S01,AC1038,Overheat,MAJOR,2024-09-20T23:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0280,AC1038-S01-C05,AC1038-S01,AC1038,Bearing wear,MINOR,2024-09-21T23:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0281,AC1038-S01-C01,AC1038-S01,AC1038,Bearing wear,MINOR,2024-09-28T07:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0282,AC1038-S01-C02,AC1038-S01,AC1038,Overheat,MAJOR,2024-09-28T08:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0283,AC1038-S02-C04,AC1038-S02,AC1038,Bearing wear,MINOR,2024-09-09T22:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0284,AC1038-S02-C02,AC1038-S02,AC1038,Bearing wear,MAJOR,2024-09-13T19:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0285,AC1038-S02-C01,AC1038-S02,AC1038,Bearing wear,MINOR,2024-09-18T06:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0286,AC1038-S02-C03,AC1038-S02,AC1038,Bearing wear,MAJOR,2024-09-21T15:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0287,AC1039-S01-C05,AC1039-S01,AC1039,Bearing wear,MAJOR,2024-08-16T11:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0288,AC1039-S01-C04,AC1039-S01,AC1039,Bearing wear,MINOR,2024-08-22T15:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0289,AC1039-S01-C01,AC1039-S01,AC1039,Bearing wear,MAJOR,2024-08-30T20:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0290,AC1039-S01-C04,AC1039-S01,AC1039,Vibration exceedance,CRITICAL,2024-09-04T20:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0291,AC1039-S01-C03,AC1039-S01,AC1039,Vibration exceedance,CRITICAL,2024-09-07T21:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0292,AC1039-S01-C05,AC1039-S01,AC1039,Vibration exceedance,CRITICAL,2024-09-11T05:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0293,AC1039-S01-C05,AC1039-S01,AC1039,Vibration exceedance,CRITICAL,2024-09-14T21:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0294,AC1039-S01-C03,AC1039-S01,AC1039,Vibration exceedance,CRITICAL,2024-09-17T21:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0295,AC1039-S01-C04,AC1039-S01,AC1039,Vibration exceedance,CRITICAL,2024-09-21T08:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0296,AC1039-S01-C05,AC1039-S01,AC1039,Vibration exceedance,CRITICAL,2024-09-25T13:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0297,AC1039-S01-C03,AC1039-S01,AC1039,Vibration exceedance,CRITICAL,2024-09-28T13:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0298,AC1039-S02-C03,AC1039-S02,AC1039,Bearing wear,MAJOR,2024-09-18T06:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0299,AC1040-S01-C01,AC1040-S01,AC1040,Bearing wear,MINOR,2024-08-29T06:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0300,AC1040-S01-C03,AC1040-S01,AC1040,Bearing wear,MAJOR,2024-09-06T12:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0301,AC1040-S01-C03,AC1040-S01,AC1040,Bearing wear,MAJOR,2024-09-10T22:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0302,AC1040-S01-C02,AC1040-S01,AC1040,Bearing wear,MINOR,2024-09-14T14:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0303,AC1040-S01-C03,AC1040-S01,AC1040,Bearing wear,MINOR,2024-09-19T02:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0304,AC1040-S01-C03,AC1040-S01,AC1040,Vibration exceedance,CRITICAL,2024-09-26T02:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0305,AC1041-S02-C02,AC1041-S02,AC1041,Bearing wear,MAJOR,2024-09-26T15:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0306,AC1042-S01-C05,AC1042-S01,AC1042,Bearing wear,MAJOR,2024-09-07T06:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0307,AC1042-S01-C01,AC1042-S01,AC1042,Bearing wear,MAJOR,2024-09-12T11:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0308,AC1042-S01-C02,AC1042-S01,AC1042,Bearing wear,MAJOR,2024-09-16T15:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0309,AC1042-S01-C01,AC1042-S01,AC1042,Bearing wear,MINOR,2024-09-20T04:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0310,AC1042-S01-C05,AC1042-S01,AC1042,Sensor drift,MINOR,2024-09-26T16:00:00,Replaced sensor unit and recalibrated engine monitoring system
ME0311,AC1042-S01-C03,AC1042-S01,AC1042,Vibration exceedance,CRITICAL,2024-09-27T03:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0312,AC1042-S02-C01,AC1042-S02,AC1042,Overheat,MAJOR,2024-09-24T05:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0313,AC1042-S02-C02,AC1042-S02,AC1042,Sensor drift,MINOR,2024-09-28T23:00:00,Replaced sensor unit and recalibrated engine monitoring system
ME0314,AC1043-S01-C01,AC1043-S01,AC1043,Bearing wear,MAJOR,2024-09-02T20:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0315,AC1043-S01-C02,AC1043-S01,AC1043,Bearing wear,MINOR,2024-09-05T23:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0316,AC1043-S01-C04,AC1043-S01,AC1043,Bearing wear,MINOR,2024-09-16T22:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0317,AC1043-S01-C03,AC1043-S01,AC1043,Bearing wear,MINOR,2024-09-24T07:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0318,AC1043-S01-C05,AC1043-S01,AC1043,Vibration exceedance,CRITICAL,2024-09-27T08:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0319,AC1043-S02-C05,AC1043-S02,AC1043,Bearing wear,MAJOR,2024-08-26T22:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0320,AC1043-S02-C01,AC1043-S02,AC1043,Bearing wear,MAJOR,2024-08-31T18:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0321,AC1043-S02-C04,AC1043-S02,AC1043,Bearing wear,MAJOR,2024-09-07T04:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0322,AC1043-S02-C02,AC1043-S02,AC1043,Bearing wear,MINOR,2024-09-11T01:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0323,AC1043-S02-C01,AC1043-S02,AC1043,Vibration exceedance,CRITICAL,2024-09-15T11:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0324,AC1043-S02-C02,AC1043-S02,AC1043,Vibration exceedance,CRITICAL,2024-09-19T06:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0325,AC1043-S02-C03,AC1043-S02,AC1043,Vibration exceedance,CRITICAL,2024-09-22T08:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0326,AC1043-S02-C02,AC1043-S02,AC1043,Vibration exceedance,CRITICAL,2024-09-26T05:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0327,AC1044-S02-C05,AC1044-S02,AC1044,Bearing wear,MAJOR,2024-09-17T19:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0328,AC1044-S02-C02,AC1044-S02,AC1044,Bearing wear,MAJOR,2024-09-23T07:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0329,AC1044-S02-C03,AC1044-S02,AC1044,Bearing wear,MAJOR,2024-09-28T10:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0330,AC1045-S01-C03,AC1045-S01,AC1045,Bearing wear,MAJOR,2024-09-07T17:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0331,AC1045-S01-C03,AC1045-S01,AC1045,Bearing wear,MAJOR,2024-09-15T01:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0332,AC1045-S01-C05,AC1045-S01,AC1045,Bearing wear,MAJOR,2024-09-18T21:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0333,AC1045-S01-C02,AC1045-S01,AC1045,Bearing wear,MAJOR,2024-09-22T17:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0334,AC1045-S01-C01,AC1045-S01,AC1045,Vibration exceedance,CRITICAL,2024-09-26T12:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0335,AC1045-S02-C03,AC1045-S02,AC1045,Bearing wear,MINOR,2024-09-15T16:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0336,AC1045-S02-C01,AC1045-S02,AC1045,Bearing wear,MAJOR,2024-09-20T13:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0337,AC1045-S02-C03,AC1045-S02,AC1045,Bearing wear,MINOR,2024-09-24T16:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0338,AC1047-S02-C01,AC1047-S02,AC1047,Bearing wear,MAJOR,2024-09-05T22:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0339,AC1047-S02-C02,AC1047-S02,AC1047,Bearing wear,MINOR,2024-09-18T01:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0340,AC1047-S02-C02,AC1047-S02,AC1047,Bearing wear,MAJOR,2024-09-21T20:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0341,AC1047-S02-C03,AC1047-S02,AC1047,Vibration exceedance,CRITICAL,2024-09-26T09:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0342,AC1049-S02-C04,AC1049-S02,AC1049,Bearing wear,MAJOR,2024-09-06T00:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0343,AC1049-S02-C04,AC1049-S02,AC1049,Bearing wear,MAJOR,2024-09-13T06:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0344,AC1049-S02-C04,AC1049-S02,AC1049,Bearing wear,MAJOR,2024-09-17T02:00:00,Replaced bearing assembly; flushed and refilled lubrication system
