:ID(MaintenanceEvent),component_id,system_id,aircraft_id,fault,severity,reported_at,corrective_action
ME0172,AC1021-S01-C05,AC1021-S01,AC1021,Vibration exceedance,CRITICAL,2024-09-05T00:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0173,AC1021-S01-C01,AC1021-S01,AC1021,Vibration exceedance,CRITICAL,2024-09-08T09:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0174,AC1021-S01-C04,AC1021-S01,AC1021,Vibration exceedance,CRITICAL,2024-09-11T09:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0175,AC1021-S01-C03,AC1021-S01,AC1021,Vibration exceedance,CRITICAL,2024-09-17T11:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0176,AC1021-S01-C04,AC1021-S01,AC1021,Vibration exceedance,CRITICAL,2024-09-20T23:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0177,AC1021-S01-C03,AC1021-S01,AC1021,Vibration exceedance,CRITICAL,2024-09-24T01:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0178,AC1021-S01-C02,AC1021-S01,AC1021,Vibration exceedance,CRITICAL,2024-09-27T03:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0179,AC1021-S02-C03,AC1021-S02,AC1021,Sensor drift,MINOR,2024-09-04T06:00:00,Replaced sensor unit and recalibrated engine monitoring system
ME0180,AC1021-S02-C04,AC1021-S02,AC1021,Sensor drift,MINOR,2024-09-09T18:00:00,Replaced sensor unit and recalibrated engine monitoring system
ME0181,AC1021-S02-C01,AC1021-S02,AC1021,Overheat,CRITICAL,2024-09-14T03:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0182,AC1021-S02-C01,AC1021-S02,AC1021,Overheat,MAJOR,2024-09-17T17:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0183,AC1021-S02-C04,AC1021-S02,AC1021,Bearing wear,MINOR,2024-09-20T00:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0184,AC1021-S02-C03,AC1021-S02,AC1021,Overheat,CRITICAL,2024-09-21T12:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0185,AC1021-S02-C03,AC1021-S02,AC1021,Overheat,CRITICAL,2024-09-24T14:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0186,AC1021-S02-C05,AC1021-S02,AC1021,Bearing wear,MAJOR,2024-09-26T05:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0187,AC1021-S02-C03,AC1021-S02,AC1021,Sensor drift,MINOR,2024-09-28T00:00:00,Replaced sensor unit and recalibrated engine monitoring system
ME0188,AC1022-S01-C05,AC1022-S01,AC1022,Bearing wear,MINOR,2024-08-16T12:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0189,AC1022-S01-C01,AC1022-S01,AC1022,Bearing wear,MAJOR,2024-08-20T21:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0190,AC1022-S01-C05,AC1022-S01,AC1022,Bearing wear,MAJOR,2024-08-26T00:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0191,AC1022-S01-C02,AC1022-S01,AC1022,Vibration exceedance,CRITICAL,2024-08-29T13:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0192,AC1022-S01-C05,AC1022-S01,AC1022,Vibration exceedance,CRITICAL,2024-09-02T20:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0193,AC1022-S01-C03,AC1022-S01,AC1022,Vibration exceedance,CRITICAL,2024-09-07T00:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0194,AC1022-S01-C05,AC1022-S01,AC1022,Vibration exceedance,CRITICAL,2024-09-10T10:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0195,AC1022-S01-C04,AC1022-S01,AC1022,Vibration exceedance,CRITICAL,2024-09-14T21:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0196,AC1022-S01-C02,AC1022-S01,AC1022,Vibration exceedance,CRITICAL,2024-09-18T05:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0197,AC1022-S01-C04,AC1022-S01,AC1022,Vibration exceedance,CRITICAL,2024-09-22T22:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0198,AC1022-S01-C01,AC1022-S01,AC1022,Vibration exceedance,CRITICAL,2024-09-26T00:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0199,AC1022-S02-C02,AC1022-S02,AC1022,Bearing wear,MINOR,2024-08-11T17:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0200,AC1022-S02-C02,AC1022-S02,AC1022,Bearing wear,MAJOR,2024-08-14T19:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0201,AC1022-S02-C02,AC1022-S02,AC1022,Bearing wear,MAJOR,2024-08-22T11:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0202,AC1022-S02-C05,AC1022-S02,AC1022,Bearing wear,MAJOR,2024-08-29T02:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0203,AC1022-S02-C03,AC1022-S02,AC1022,Vibration exceedance,CRITICAL,2024-09-01T12:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0204,AC1022-S02-C02,AC1022-S02,AC1022,Vibration exceedance,CRITICAL,2024-09-05T22:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0205,AC1022-S02-C01,AC1022-S02,AC1022,Vibration exceedance,CRITICAL,2024-09-09T10:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0206,AC1022-S02-C01,AC1022-S02,AC1022,Vibration exceedance,CRITICAL,2024-09-12T11:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0207,AC1022-S02-C02,AC1022-S02,AC1022,Vibration exceedance,CRITICAL,2024-09-15T13:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0208,AC1022-S02-C01,AC1022-S02,AC1022,Vibration exceedance,CRITICAL,2024-09-18T18:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0209,AC1022-S02-C01,AC1022-S02,AC1022,Vibration exceedance,CRITICAL,2024-09-22T08:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0210,AC1022-S02-C04,AC1022-S02,AC1022,Vibration exceedance,CRITICAL,2024-09-25T14:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0211,AC1023-S02-C04,AC1023-S02,AC1023,Bearing wear,MINOR,2024-09-25T12:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0212,AC1024-S01-C04,AC1024-S01,AC1024,Bearing wear,MINOR,2024-09-11T13:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0213,AC1024-S01-C03,AC1024-S01,AC1024,Bearing wear,MAJOR,2024-09-18T00:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0214,AC1024-S01-C03,AC1024-S01,AC1024,Bearing wear,MINOR,2024-09-23T03:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0215,AC1024-S01-C03,AC1024-S01,AC1024,Bearing wear,MINOR,2024-09-27T20:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0216,AC1024-S02-C02,AC1024-S02,AC1024,Bearing wear,MINOR,2024-09-12T21:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0217,AC1024-S02-C01,AC1024-S02,AC1024,Bearing wear,MINOR,2024-09-19T13:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0218,AC1024-S02-C05,AC1024-S02,AC1024,Bearing wear,MAJOR,2024-09-26T01:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0219,AC1025-S02-C03,AC1025-S02,AC1025,Overheat,MAJOR,2024-08-30T16:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0220,AC1025-S02-C04,AC1025-S02,AC1025,Overheat,MAJOR,2024-09-14T17:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0221,AC1025-S02-C02,AC1025-S02,AC1025,Bearing wear,MAJOR,2024-09-16T22:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0222,AC1025-S02-C03,AC1025-S02,AC1025,Bearing wear,MAJOR,2024-09-20T04:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0223,AC1025-S02-C01,AC1025-S02,AC1025,Overheat,CRITICAL,2024-09-21T04:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0224,AC1025-S02-C04,AC1025-S02,AC1025,Bearing wear,MAJOR,2024-09-24T12:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0225,AC1025-S02-C03,AC1025-S02,AC1025,Overheat,MAJOR,2024-09-28T12:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0226,AC1025-S02-C04,AC1025-S02,AC1025,Bearing wear,MAJOR,2024-09-28T17:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0227,AC1026-S02-C03,AC1026-S02,AC1026,Overheat,MAJOR,2024-09-17T14:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0228,AC1026-S02-C03,AC1026-S02,AC1026,Bearing wear,MAJOR,2024-09-23T15:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0229,AC1027-S02-C05,AC1027-S02,AC1027,Bearing wear,MAJOR,2024-08-18T05:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0230,AC1027-S02-C01,AC1027-S02,AC1027,Bearing wear,MINOR,2024-08-30T07:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0231,AC1027-S02-C03,AC1027-S02,AC1027,Vibration exceedance,CRITICAL,2024-09-06T07:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0232,AC1027-S02-C01,AC1027-S02,AC1027,Vibration exceedance,CRITICAL,2024-09-10T05:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0233,AC1027-S02-C01,AC1027-S02,AC1027,Vibration exceedance,CRITICAL,2024-09-13T16:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0234,AC1027-S02-C03,AC1027-S02,AC1027,Vibration exceedance,CRITICAL,2024-09-16T20:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0235,AC1027-S02-C05,AC1027-S02,AC1027,Vibration exceedance,CRITICAL,2024-09-20T06:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0236,AC1027-S02-C05,AC1027-S02,AC1027,Vibration exceedance,CRITICAL,2024-09-23T07:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0237,AC1027-S02-C05,AC1027-S02,AC1027,Vibration exceedance,CRITICAL,2024-09-28T19:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0238,AC1028-S01-C01,AC1028-S01,AC1028,Bearing wear,MINOR,2024-08-08T11:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0239,AC1028-S01-C05,AC1028-S01,AC1028,Bearing wear,MINOR,2024-08-17T10:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0240,AC1028-S01-C05,AC1028-S01,AC1028,Vibration exceedance,CRITICAL,2024-08-21T06:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0241,AC1028-S01-C03,AC1028-S01,AC1028,Vibration exceedance,CRITICAL,2024-08-24T15:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0242,AC1028-S01-C02,AC1028-S01,AC1028,Vibration exceedance,CRITICAL,2024-08-28T11:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0243,AC1028-S01-C04,AC1028-S01,AC1028,Vibration exceedance,CRITICAL,2024-09-01T04:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0244,AC1028-S01-C02,AC1028-S01,AC1028,Vibration exceedance,CRITICAL,2024-09-04T10:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0245,AC1028-S01-C04,AC1028-S01,AC1028,Vibration exceedance,CRITICAL,2024-09-08T01:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0246,AC1028-S01-C01,AC1028-S01,AC1028,Vibration exceedance,CRITICAL,2024-09-11T02:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0247,AC1028-S01-C02,AC1028-S01,AC1028,Overheat,MAJOR,2024-09-14T14:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0248,AC1028-S01-C02,AC1028-S01,AC1028,Vibration exceedance,CRITICAL,2024-09-14T16:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0249,AC1028-S01-C02,AC1028-S01,AC1028,Vibration exceedance,CRITICAL,2024-09-18T00:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0250,AC1028-S01-C05,AC1028-S01,AC1028,Vibration exceedance,CRITICAL,2024-09-21T05:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0251,AC1028-S01-C03,AC1028-S01,AC1028,Vibration exceedance,CRITICAL,2024-09-24T08:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0252,AC1028-S01-C01,AC1028-S01,AC1028,Overheat,CRITICAL,2024-09-26T08:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0253,AC1028-S01-C04,AC1028-S01,AC1028,Vibration exceedance,CRITICAL,2024-09-27T22:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0254,AC1028-S02-C04,AC1028-S02,AC1028,Overheat,MAJOR,2024-09-16T00:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0255,AC1028-S02-C03,AC1028-S02,AC1028,Overheat,MAJOR,2024-09-24T05:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0256,AC1029-S02-C01,AC1029-S02,AC1029,Bearing wear,MAJOR,2024-09-15T03:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0257,AC1029-S02-C05,AC1029-S02,AC1029,Bearing wear,MAJOR,2024-09-20T16:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0258,AC1029-S02-C04,AC1029-S02,AC1029,Overheat,MAJOR,2024-09-21T14:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0259,AC1029-S02-C05,AC1029-S02,AC1029,Bearing wear,MINOR,2024-09-24T10:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0260,AC1030-S01-C04,AC1030-S01,AC1030,Bearing wear,MAJOR,2024-09-01T12:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0261,AC1030-S01-C04,AC1030-S01,AC1030,Bearing wear,MINOR,2024-09-08T05:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0262,AC1030-S01-C05,AC1030-S01,AC1030,Bearing wear,MAJOR,2024-09-16T09:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0263,AC1030-S01-C03,AC1030-S01,AC1030,Bearing wear,MINOR,2024-09-19T23:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0264,AC1030-S01-C05,AC1030-S01,AC1030,Vibration exceedance,CRITICAL,2024-09-23T05:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0265,AC1030-S01-C01,AC1030-S01,AC1030,Vibration exceedance,CRITICAL,2024-09-27T10:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0266,AC1031-S01-C05,AC1031-S01,AC1031,Bearing wear,MINOR,2024-08-14T10:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0267,AC1031-S01-C05,AC1031-S01,AC1031,Bearing wear,MINOR,2024-08-18T06:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0268,AC1031-S01-C04,AC1031-S01,AC1031,Vibration exceedance,CRITICAL,2024-08-28T05:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0269,AC1031-S01-C04,AC1031-S01,AC1031,Bearing wear,MINOR,2024-09-02T23:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0270,AC1031-S01-C03,AC1031-S01,AC1031,Vibration exceedance,CRITICAL,2024-09-06T11:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0271,AC1031-S01-C02,AC1031-S01,AC1031,Vibration exceedance,CRITICAL,2024-09-09T13:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0272,AC1031-S01-C05,AC1031-S01,AC1031,Vibration exceedance,CRITICAL,2024-09-12T13:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0273,AC1031-S01-C02,AC1031-S01,AC1031,Vibration exceedance,CRITICAL,2024-09-16T17:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0274,AC1031-S01-C04,AC1031-S01,AC1031,Vibration exceedance,CRITICAL,2024-09-19T17:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0275,AC1031-S01-C04,AC1031-S01,AC1031,Vibration exceedance,CRITICAL,2024-09-23T05:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0276,AC1031-S01-C04,AC1031-S01,AC1031,Vibration exceedance,CRITICAL,2024-09-27T15:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0277,AC1031-S02-C02,AC1031-S02,AC1031,Bearing wear,MAJOR,2024-09-10T05:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0278,AC1031-S02-C05,AC1031-S02,AC1031,Bearing wear,MAJOR,2024-09-23T12:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0279,AC1032-S02-C04,AC1032-S02,AC1032,Sensor drift,MINOR,2024-09-21T21:00:00,Replaced sensor unit and recalibrated engine monitoring system
ME0280,AC1035-S02-C01,AC1035-S02,AC1035,Bearing wear,MAJOR,2024-09-06T14:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0281,AC1035-S02-C01,AC1035-S02,AC1035,Bearing wear,MINOR,2024-09-15T22:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0282,AC1035-S02-C01,AC1035-S02,AC1035,Bearing wear,MAJOR,2024-09-18T22:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0283,AC1035-S02-C04,AC1035-S02,AC1035,Bearing wear,MINOR,2024-09-27T18:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0284,AC1036-S02-C01,AC1036-S02,AC1036,Bearing wear,MINOR,2024-09-17T19:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0285,AC1036-S02-C03,AC1036-S02,AC1036,Bearing wear,MAJOR,2024-09-24T12:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0286,AC1036-S02-C03,AC1036-S02,AC1036,Bearing wear,MAJOR,2024-09-28T21:00:00,Replaced bearing assembly; flushed and refilled lubrication system
